Economic Region,NOC Code,NOC Occupation,ds,Employment (Persons in Thousands),Monthly PCT
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-02-01,13.8,0.0
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-03-01,12.3,-10.87
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-04-01,11.9,-3.252
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-05-01,11.5,-3.361
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-06-01,11.4,-0.87
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-07-01,11.6,1.754
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-08-01,11.4,-1.724
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-09-01,10.2,-10.526
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-10-01,9.4,-7.843
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-11-01,8.5,-9.574
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-12-01,9.3,9.412
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-01-01,10.4,11.828
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-02-01,11.9,14.423
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-03-01,14.0,17.647
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-04-01,15.2,8.571
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-05-01,16.4,7.895
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-06-01,16.2,-1.22
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-07-01,15.8,-2.469
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-08-01,15.7,-0.633
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-09-01,15.9,1.274
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-10-01,17.8,11.95
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-11-01,20.2,13.483
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-12-01,22.1,9.406
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-01-01,22.8,3.167
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-02-01,21.0,-7.895
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-03-01,19.4,-7.619
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-04-01,17.4,-10.309
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-05-01,17.3,-0.575
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-06-01,18.5,6.936
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-07-01,19.0,2.703
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-08-01,20.8,9.474
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-09-01,21.2,1.923
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-10-01,22.7,7.075
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-11-01,21.4,-5.727
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-12-01,19.9,-7.009
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-01-01,20.6,3.518
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-02-01,23.5,14.078
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-03-01,27.1,15.319
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-04-01,28.0,3.321
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-05-01,27.4,-2.143
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-06-01,26.7,-2.555
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-07-01,25.7,-3.745
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-08-01,24.4,-5.058
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-09-01,22.6,-7.377
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-10-01,21.7,-3.982
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-11-01,22.3,2.765
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-12-01,22.1,-0.897
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-01-01,22.0,-0.452
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-02-01,20.4,-7.273
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-03-01,20.9,2.451
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-04-01,20.4,-2.392
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-05-01,20.6,0.98
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-06-01,20.7,0.485
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-07-01,21.6,4.348
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-08-01,24.3,12.5
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-09-01,26.1,7.407
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-10-01,27.5,5.364
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-11-01,27.4,-0.364
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-12-01,27.7,1.095
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-01-01,26.8,-3.249
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-02-01,24.5,-8.582
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-03-01,22.9,-6.531
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-04-01,23.0,0.437
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-05-01,26.0,13.043
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-06-01,27.7,6.538
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-07-01,29.0,4.693
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-08-01,29.0,0.0
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-09-01,28.4,-2.069
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-10-01,28.2,-0.704
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-11-01,25.9,-8.156
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-12-01,25.3,-2.317
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-01-01,25.2,-0.395
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-02-01,26.0,3.175
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-03-01,28.0,7.692
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-04-01,29.7,6.071
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-05-01,34.2,15.152
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-06-01,35.5,3.801
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-07-01,36.4,2.535
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-08-01,32.9,-9.615
"Hamilton-Niagara Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-09-01,32.1,-2.432
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2011-03-01,3.2,
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2011-04-01,2.7,-15.625
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2011-05-01,2.1,-22.222
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2011-06-01,2.3,9.524
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2011-07-01,2.1,-8.696
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2011-08-01,2.2,4.762
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2011-09-01,2.1,-4.545
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2011-10-01,2.5,19.048
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2011-11-01,2.7,8.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2011-12-01,2.5,-7.407
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-01-01,2.2,-12.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-02-01,1.7,-22.727
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-03-01,1.7,0.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-04-01,1.5,-11.765
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-05-01,,0.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-06-01,,0.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-07-01,,0.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-08-01,1.7,13.333
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-09-01,2.4,41.176
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-10-01,2.7,12.5
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-11-01,2.7,0.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2012-12-01,2.6,-3.704
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-01-01,2.5,-3.846
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-02-01,2.4,-4.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-03-01,2.1,-12.5
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-04-01,2.4,14.286
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-05-01,2.8,16.667
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-06-01,3.2,14.286
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-07-01,3.1,-3.125
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-08-01,2.9,-6.452
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-09-01,2.9,0.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-10-01,2.8,-3.448
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-11-01,3.0,7.143
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2013-12-01,3.2,6.667
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-01-01,3.6,12.5
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-02-01,3.4,-5.556
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-03-01,3.0,-11.765
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-04-01,2.4,-20.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-05-01,2.0,-16.667
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-06-01,1.7,-15.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-07-01,1.6,-5.882
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-08-01,1.6,0.0
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-09-01,1.7,6.25
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-10-01,1.8,5.882
"Kingston-Pembroke, Ontario",112,Professional occupations in business,2014-11-01,1.7,-5.556
